,Fecha de notificación,Código DIVIPOLA departamento,Nombre departamento,Casos
2376,17/10/2020 0:00:00,81,ARAUCA,20
2377,17/10/2020 0:00:00,85,CASANARE,59
2378,17/10/2020 0:00:00,86,PUTUMAYO,10
2379,17/10/2020 0:00:00,88,SAN ANDRES,6
2380,17/10/2020 0:00:00,91,AMAZONAS,4
2381,17/10/2020 0:00:00,94,GUAINIA,4
2382,17/10/2020 0:00:00,95,GUAVIARE,7
2383,17/10/2020 0:00:00,97,VAUPES,1
2384,17/10/2020 0:00:00,99,VICHADA,6
2385,17/11/2020 0:00:00,5,ANTIOQUIA,1442
2386,17/11/2020 0:00:00,8,ATLANTICO,288
2387,17/11/2020 0:00:00,11,BOGOTA,1561
2388,17/11/2020 0:00:00,13,BOLIVAR,230
2389,17/11/2020 0:00:00,15,BOYACA,262
2390,17/11/2020 0:00:00,17,CALDAS,332
2391,17/11/2020 0:00:00,18,CAQUETA,23
2392,17/11/2020 0:00:00,19,CAUCA,82
2393,17/11/2020 0:00:00,20,CESAR,127
2394,17/11/2020 0:00:00,23,CORDOBA,35
2395,17/11/2020 0:00:00,25,CUNDINAMARCA,364
2396,17/11/2020 0:00:00,27,CHOCO,8
2397,17/11/2020 0:00:00,41,HUILA,202
2398,17/11/2020 0:00:00,44,GUAJIRA,64
2399,17/11/2020 0:00:00,47,MAGDALENA,104
2400,17/11/2020 0:00:00,50,META,106
2401,17/11/2020 0:00:00,52,NARIÑO,142
2402,17/11/2020 0:00:00,54,NORTE SANTANDER,291
2403,17/11/2020 0:00:00,63,QUINDIO,194
2404,17/11/2020 0:00:00,66,RISARALDA,254
2405,17/11/2020 0:00:00,68,SANTANDER,383
2406,17/11/2020 0:00:00,70,SUCRE,24
2407,17/11/2020 0:00:00,73,TOLIMA,312
2408,17/11/2020 0:00:00,76,VALLE,928
2409,17/11/2020 0:00:00,81,ARAUCA,27
2410,17/11/2020 0:00:00,85,CASANARE,43
2411,17/11/2020 0:00:00,86,PUTUMAYO,19
2412,17/11/2020 0:00:00,88,SAN ANDRES,1
2413,17/11/2020 0:00:00,94,GUAINIA,3
2414,17/11/2020 0:00:00,95,GUAVIARE,14
2415,17/11/2020 0:00:00,99,VICHADA,9
2416,17/12/2020 0:00:00,5,ANTIOQUIA,2252
2417,17/12/2020 0:00:00,8,ATLANTICO,833
2418,17/12/2020 0:00:00,11,BOGOTA,3994
2419,17/12/2020 0:00:00,13,BOLIVAR,469
2420,17/12/2020 0:00:00,15,BOYACA,366
2421,17/12/2020 0:00:00,17,CALDAS,247
2422,17/12/2020 0:00:00,18,CAQUETA,82
2423,17/12/2020 0:00:00,19,CAUCA,162
2424,17/12/2020 0:00:00,20,CESAR,150
2425,17/12/2020 0:00:00,23,CORDOBA,71
2426,17/12/2020 0:00:00,25,CUNDINAMARCA,715
2427,17/12/2020 0:00:00,27,CHOCO,14
2428,17/12/2020 0:00:00,41,HUILA,256
2429,17/12/2020 0:00:00,44,GUAJIRA,60
2430,17/12/2020 0:00:00,47,MAGDALENA,225
2431,17/12/2020 0:00:00,50,META,242
2432,17/12/2020 0:00:00,52,NARIÑO,345
2433,17/12/2020 0:00:00,54,NORTE SANTANDER,539
2434,17/12/2020 0:00:00,63,QUINDIO,271
2435,17/12/2020 0:00:00,66,RISARALDA,438
2436,17/12/2020 0:00:00,68,SANTANDER,653
2437,17/12/2020 0:00:00,70,SUCRE,38
2438,17/12/2020 0:00:00,73,TOLIMA,606
2439,17/12/2020 0:00:00,76,VALLE,1369
2440,17/12/2020 0:00:00,81,ARAUCA,23
2441,17/12/2020 0:00:00,85,CASANARE,62
2442,17/12/2020 0:00:00,86,PUTUMAYO,51
2443,17/12/2020 0:00:00,88,SAN ANDRES,6
2444,17/12/2020 0:00:00,91,AMAZONAS,9
2445,17/12/2020 0:00:00,95,GUAVIARE,9
2446,17/12/2020 0:00:00,99,VICHADA,3
2447,17/3/2020 0:00:00,5,ANTIOQUIA,8
2448,17/3/2020 0:00:00,11,BOGOTA,15
2449,17/3/2020 0:00:00,13,BOLIVAR,1
2450,17/3/2020 0:00:00,17,CALDAS,1
2451,17/3/2020 0:00:00,19,CAUCA,1
2452,17/3/2020 0:00:00,25,CUNDINAMARCA,3
2453,17/3/2020 0:00:00,54,NORTE SANTANDER,2
2454,17/3/2020 0:00:00,66,RISARALDA,1
2455,17/3/2020 0:00:00,76,VALLE,10
2456,17/4/2020 0:00:00,5,ANTIOQUIA,5
2457,17/4/2020 0:00:00,8,ATLANTICO,9
2458,17/4/2020 0:00:00,11,BOGOTA,69
2459,17/4/2020 0:00:00,13,BOLIVAR,14
2460,17/4/2020 0:00:00,15,BOYACA,1
2461,17/4/2020 0:00:00,20,CESAR,7
2462,17/4/2020 0:00:00,23,CORDOBA,1
2463,17/4/2020 0:00:00,25,CUNDINAMARCA,6
2464,17/4/2020 0:00:00,27,CHOCO,2
2465,17/4/2020 0:00:00,41,HUILA,2
2466,17/4/2020 0:00:00,47,MAGDALENA,12
2467,17/4/2020 0:00:00,50,META,5
2468,17/4/2020 0:00:00,52,NARIÑO,7
2469,17/4/2020 0:00:00,54,NORTE SANTANDER,2
2470,17/4/2020 0:00:00,66,RISARALDA,8
2471,17/4/2020 0:00:00,68,SANTANDER,1
2472,17/4/2020 0:00:00,76,VALLE,25
2473,17/4/2020 0:00:00,91,AMAZONAS,2
2474,17/5/2020 0:00:00,5,ANTIOQUIA,16
2475,17/5/2020 0:00:00,8,ATLANTICO,143
2476,17/5/2020 0:00:00,11,BOGOTA,264
2477,17/5/2020 0:00:00,13,BOLIVAR,113
2478,17/5/2020 0:00:00,15,BOYACA,1
2479,17/5/2020 0:00:00,19,CAUCA,1
2480,17/5/2020 0:00:00,20,CESAR,1
2481,17/5/2020 0:00:00,23,CORDOBA,2
2482,17/5/2020 0:00:00,25,CUNDINAMARCA,44
2483,17/5/2020 0:00:00,27,CHOCO,2
2484,17/5/2020 0:00:00,41,HUILA,1
2485,17/5/2020 0:00:00,44,GUAJIRA,1
2486,17/5/2020 0:00:00,47,MAGDALENA,8
2487,17/5/2020 0:00:00,52,NARIÑO,82
2488,17/5/2020 0:00:00,66,RISARALDA,1
2489,17/5/2020 0:00:00,68,SANTANDER,1
2490,17/5/2020 0:00:00,73,TOLIMA,5
2491,17/5/2020 0:00:00,76,VALLE,147
2492,17/5/2020 0:00:00,91,AMAZONAS,9
2493,17/6/2020 0:00:00,5,ANTIOQUIA,231
2494,17/6/2020 0:00:00,8,ATLANTICO,1129
2495,17/6/2020 0:00:00,11,BOGOTA,1227
2496,17/6/2020 0:00:00,13,BOLIVAR,433
2497,17/6/2020 0:00:00,15,BOYACA,5
2498,17/6/2020 0:00:00,17,CALDAS,5
2499,17/6/2020 0:00:00,19,CAUCA,11
2500,17/6/2020 0:00:00,20,CESAR,30
2501,17/6/2020 0:00:00,23,CORDOBA,26
2502,17/6/2020 0:00:00,25,CUNDINAMARCA,77
2503,17/6/2020 0:00:00,27,CHOCO,46
2504,17/6/2020 0:00:00,41,HUILA,3
2505,17/6/2020 0:00:00,44,GUAJIRA,20
2506,17/6/2020 0:00:00,47,MAGDALENA,74
2507,17/6/2020 0:00:00,50,META,13
2508,17/6/2020 0:00:00,52,NARIÑO,53
2509,17/6/2020 0:00:00,54,NORTE SANTANDER,7
2510,17/6/2020 0:00:00,63,QUINDIO,2
2511,17/6/2020 0:00:00,66,RISARALDA,16
2512,17/6/2020 0:00:00,68,SANTANDER,43
2513,17/6/2020 0:00:00,70,SUCRE,106
2514,17/6/2020 0:00:00,73,TOLIMA,126
2515,17/6/2020 0:00:00,76,VALLE,275
2516,17/6/2020 0:00:00,81,ARAUCA,5
2517,17/6/2020 0:00:00,85,CASANARE,6
2518,17/6/2020 0:00:00,91,AMAZONAS,16
2519,17/6/2020 0:00:00,94,GUAINIA,7
2520,17/6/2020 0:00:00,97,VAUPES,1
2521,17/7/2020 0:00:00,5,ANTIOQUIA,1846
2522,17/7/2020 0:00:00,8,ATLANTICO,751
2523,17/7/2020 0:00:00,11,BOGOTA,3485
2524,17/7/2020 0:00:00,13,BOLIVAR,349
2525,17/7/2020 0:00:00,15,BOYACA,33
2526,17/7/2020 0:00:00,17,CALDAS,54
2527,17/7/2020 0:00:00,18,CAQUETA,94
2528,17/7/2020 0:00:00,19,CAUCA,89
2529,17/7/2020 0:00:00,20,CESAR,80
2530,17/7/2020 0:00:00,23,CORDOBA,409
2531,17/7/2020 0:00:00,25,CUNDINAMARCA,309
2532,17/7/2020 0:00:00,27,CHOCO,28
2533,17/7/2020 0:00:00,41,HUILA,66
2534,17/7/2020 0:00:00,44,GUAJIRA,82
2535,17/7/2020 0:00:00,47,MAGDALENA,242
2536,17/7/2020 0:00:00,50,META,78
2537,17/7/2020 0:00:00,52,NARIÑO,267
2538,17/7/2020 0:00:00,54,NORTE SANTANDER,200
2539,17/7/2020 0:00:00,63,QUINDIO,11
2540,17/7/2020 0:00:00,66,RISARALDA,82
2541,17/7/2020 0:00:00,68,SANTANDER,209
2542,17/7/2020 0:00:00,70,SUCRE,215
2543,17/7/2020 0:00:00,73,TOLIMA,44
2544,17/7/2020 0:00:00,76,VALLE,682
2545,17/7/2020 0:00:00,81,ARAUCA,6
2546,17/7/2020 0:00:00,85,CASANARE,22
2547,17/7/2020 0:00:00,86,PUTUMAYO,44
2548,17/7/2020 0:00:00,88,SAN ANDRES,1
2549,17/7/2020 0:00:00,91,AMAZONAS,2
2550,17/7/2020 0:00:00,95,GUAVIARE,1
2551,17/8/2020 0:00:00,5,ANTIOQUIA,1103
2552,17/8/2020 0:00:00,8,ATLANTICO,79
2553,17/8/2020 0:00:00,11,BOGOTA,1944
2554,17/8/2020 0:00:00,13,BOLIVAR,128
2555,17/8/2020 0:00:00,15,BOYACA,88
2556,17/8/2020 0:00:00,17,CALDAS,75
2557,17/8/2020 0:00:00,18,CAQUETA,151
2558,17/8/2020 0:00:00,19,CAUCA,129
2559,17/8/2020 0:00:00,20,CESAR,228
2560,17/8/2020 0:00:00,23,CORDOBA,137
2561,17/8/2020 0:00:00,25,CUNDINAMARCA,390
2562,17/8/2020 0:00:00,27,CHOCO,9
2563,17/8/2020 0:00:00,41,HUILA,163
2564,17/8/2020 0:00:00,44,GUAJIRA,71
2565,17/8/2020 0:00:00,47,MAGDALENA,129
2566,17/8/2020 0:00:00,50,META,171
2567,17/8/2020 0:00:00,52,NARIÑO,136
2568,17/8/2020 0:00:00,54,NORTE SANTANDER,187
2569,17/8/2020 0:00:00,63,QUINDIO,31
2570,17/8/2020 0:00:00,66,RISARALDA,110
2571,17/8/2020 0:00:00,68,SANTANDER,304
2572,17/8/2020 0:00:00,70,SUCRE,70
2573,17/8/2020 0:00:00,73,TOLIMA,148
2574,17/8/2020 0:00:00,76,VALLE,396
2575,17/8/2020 0:00:00,81,ARAUCA,18
2576,17/8/2020 0:00:00,85,CASANARE,8
2577,17/8/2020 0:00:00,86,PUTUMAYO,55
2578,17/8/2020 0:00:00,88,SAN ANDRES,3
2579,17/8/2020 0:00:00,91,AMAZONAS,1
2580,17/8/2020 0:00:00,94,GUAINIA,1
2581,17/8/2020 0:00:00,97,VAUPES,6
2582,17/8/2020 0:00:00,99,VICHADA,6
2583,17/9/2020 0:00:00,5,ANTIOQUIA,893
2584,17/9/2020 0:00:00,8,ATLANTICO,105
2585,17/9/2020 0:00:00,11,BOGOTA,1640
2586,17/9/2020 0:00:00,13,BOLIVAR,167
2587,17/9/2020 0:00:00,15,BOYACA,106
2588,17/9/2020 0:00:00,17,CALDAS,82
2589,17/9/2020 0:00:00,18,CAQUETA,109
2590,17/9/2020 0:00:00,19,CAUCA,118
2591,17/9/2020 0:00:00,20,CESAR,297
2592,17/9/2020 0:00:00,23,CORDOBA,201
2593,17/9/2020 0:00:00,25,CUNDINAMARCA,239
2594,17/9/2020 0:00:00,41,HUILA,201
2595,17/9/2020 0:00:00,44,GUAJIRA,42
2596,17/9/2020 0:00:00,47,MAGDALENA,77
2597,17/9/2020 0:00:00,50,META,177
2598,17/9/2020 0:00:00,52,NARIÑO,97
2599,17/9/2020 0:00:00,54,NORTE SANTANDER,126
2600,17/9/2020 0:00:00,63,QUINDIO,115
2601,17/9/2020 0:00:00,66,RISARALDA,172
2602,17/9/2020 0:00:00,68,SANTANDER,328
2603,17/9/2020 0:00:00,70,SUCRE,32
2604,17/9/2020 0:00:00,73,TOLIMA,162
2605,17/9/2020 0:00:00,76,VALLE,595
2606,17/9/2020 0:00:00,81,ARAUCA,17
2607,17/9/2020 0:00:00,85,CASANARE,29
2608,17/9/2020 0:00:00,86,PUTUMAYO,18
2609,17/9/2020 0:00:00,88,SAN ANDRES,82
2610,17/9/2020 0:00:00,94,GUAINIA,17
2611,17/9/2020 0:00:00,95,GUAVIARE,18
2612,17/9/2020 0:00:00,97,VAUPES,32
2613,17/9/2020 0:00:00,99,VICHADA,18
2614,18/1/2021 0:00:00,5,ANTIOQUIA,1450
2615,18/1/2021 0:00:00,8,ATLANTICO,387
2616,18/1/2021 0:00:00,11,BOGOTA,4307
2617,18/1/2021 0:00:00,13,BOLIVAR,123
2618,18/1/2021 0:00:00,15,BOYACA,268
2619,18/1/2021 0:00:00,17,CALDAS,206
2620,18/1/2021 0:00:00,18,CAQUETA,25
2621,18/1/2021 0:00:00,19,CAUCA,155
2622,18/1/2021 0:00:00,20,CESAR,98
2623,18/1/2021 0:00:00,23,CORDOBA,82
2624,18/1/2021 0:00:00,25,CUNDINAMARCA,467
2625,18/1/2021 0:00:00,27,CHOCO,47
2626,18/1/2021 0:00:00,41,HUILA,190
2627,18/1/2021 0:00:00,44,GUAJIRA,32
2628,18/1/2021 0:00:00,47,MAGDALENA,72
2629,18/1/2021 0:00:00,50,META,94
2630,18/1/2021 0:00:00,52,NARIÑO,216
2631,18/1/2021 0:00:00,54,NORTE SANTANDER,94
2632,18/1/2021 0:00:00,63,QUINDIO,111
2633,18/1/2021 0:00:00,66,RISARALDA,160
2634,18/1/2021 0:00:00,68,SANTANDER,318
2635,18/1/2021 0:00:00,70,SUCRE,50
2636,18/1/2021 0:00:00,73,TOLIMA,223
2637,18/1/2021 0:00:00,76,VALLE,1222
2638,18/1/2021 0:00:00,81,ARAUCA,16
2639,18/1/2021 0:00:00,85,CASANARE,59
2640,18/1/2021 0:00:00,86,PUTUMAYO,28
2641,18/1/2021 0:00:00,88,SAN ANDRES,9
2642,18/1/2021 0:00:00,91,AMAZONAS,14
2643,18/1/2021 0:00:00,94,GUAINIA,8
2644,18/1/2021 0:00:00,95,GUAVIARE,7
2645,18/1/2021 0:00:00,99,VICHADA,1
2646,18/10/2020 0:00:00,5,ANTIOQUIA,1222
2647,18/10/2020 0:00:00,8,ATLANTICO,88
2648,18/10/2020 0:00:00,11,BOGOTA,1119
2649,18/10/2020 0:00:00,13,BOLIVAR,94
2650,18/10/2020 0:00:00,15,BOYACA,211
2651,18/10/2020 0:00:00,17,CALDAS,313
2652,18/10/2020 0:00:00,18,CAQUETA,59
2653,18/10/2020 0:00:00,19,CAUCA,60
2654,18/10/2020 0:00:00,20,CESAR,92
2655,18/10/2020 0:00:00,23,CORDOBA,11
2656,18/10/2020 0:00:00,25,CUNDINAMARCA,241
2657,18/10/2020 0:00:00,27,CHOCO,2
2658,18/10/2020 0:00:00,41,HUILA,294
2659,18/10/2020 0:00:00,44,GUAJIRA,45
2660,18/10/2020 0:00:00,47,MAGDALENA,65
2661,18/10/2020 0:00:00,50,META,181
2662,18/10/2020 0:00:00,52,NARIÑO,113
2663,18/10/2020 0:00:00,54,NORTE SANTANDER,148
2664,18/10/2020 0:00:00,63,QUINDIO,187
2665,18/10/2020 0:00:00,66,RISARALDA,158
2666,18/10/2020 0:00:00,68,SANTANDER,270
2667,18/10/2020 0:00:00,70,SUCRE,19
2668,18/10/2020 0:00:00,73,TOLIMA,267
2669,18/10/2020 0:00:00,76,VALLE,499
2670,18/10/2020 0:00:00,81,ARAUCA,17
2671,18/10/2020 0:00:00,85,CASANARE,41
2672,18/10/2020 0:00:00,86,PUTUMAYO,7
2673,18/10/2020 0:00:00,91,AMAZONAS,6
2674,18/10/2020 0:00:00,94,GUAINIA,2
2675,18/10/2020 0:00:00,95,GUAVIARE,6
2676,18/10/2020 0:00:00,99,VICHADA,3
2677,18/11/2020 0:00:00,5,ANTIOQUIA,1211
2678,18/11/2020 0:00:00,8,ATLANTICO,238
2679,18/11/2020 0:00:00,11,BOGOTA,1636
2680,18/11/2020 0:00:00,13,BOLIVAR,196
2681,18/11/2020 0:00:00,15,BOYACA,169
2682,18/11/2020 0:00:00,17,CALDAS,342
2683,18/11/2020 0:00:00,18,CAQUETA,34
2684,18/11/2020 0:00:00,19,CAUCA,81
2685,18/11/2020 0:00:00,20,CESAR,125
2686,18/11/2020 0:00:00,23,CORDOBA,53
2687,18/11/2020 0:00:00,25,CUNDINAMARCA,326
2688,18/11/2020 0:00:00,27,CHOCO,8
2689,18/11/2020 0:00:00,41,HUILA,105
2690,18/11/2020 0:00:00,44,GUAJIRA,93
2691,18/11/2020 0:00:00,47,MAGDALENA,96
2692,18/11/2020 0:00:00,50,META,113
2693,18/11/2020 0:00:00,52,NARIÑO,171
2694,18/11/2020 0:00:00,54,NORTE SANTANDER,196
2695,18/11/2020 0:00:00,63,QUINDIO,151
2696,18/11/2020 0:00:00,66,RISARALDA,193
2697,18/11/2020 0:00:00,68,SANTANDER,296
2698,18/11/2020 0:00:00,70,SUCRE,13
2699,18/11/2020 0:00:00,73,TOLIMA,225
2700,18/11/2020 0:00:00,76,VALLE,796
2701,18/11/2020 0:00:00,81,ARAUCA,28
2702,18/11/2020 0:00:00,85,CASANARE,53
2703,18/11/2020 0:00:00,86,PUTUMAYO,14
2704,18/11/2020 0:00:00,88,SAN ANDRES,3
2705,18/11/2020 0:00:00,91,AMAZONAS,4
2706,18/11/2020 0:00:00,94,GUAINIA,2
2707,18/11/2020 0:00:00,95,GUAVIARE,13
2708,18/11/2020 0:00:00,99,VICHADA,2
2709,18/12/2020 0:00:00,5,ANTIOQUIA,1694
2710,18/12/2020 0:00:00,8,ATLANTICO,651
2711,18/12/2020 0:00:00,11,BOGOTA,4047
2712,18/12/2020 0:00:00,13,BOLIVAR,409
2713,18/12/2020 0:00:00,15,BOYACA,322
2714,18/12/2020 0:00:00,17,CALDAS,227
2715,18/12/2020 0:00:00,18,CAQUETA,51
2716,18/12/2020 0:00:00,19,CAUCA,143
2717,18/12/2020 0:00:00,20,CESAR,187
2718,18/12/2020 0:00:00,23,CORDOBA,73
2719,18/12/2020 0:00:00,25,CUNDINAMARCA,801
2720,18/12/2020 0:00:00,27,CHOCO,15
2721,18/12/2020 0:00:00,41,HUILA,222
2722,18/12/2020 0:00:00,44,GUAJIRA,80
2723,18/12/2020 0:00:00,47,MAGDALENA,119
2724,18/12/2020 0:00:00,50,META,271
2725,18/12/2020 0:00:00,52,NARIÑO,331
2726,18/12/2020 0:00:00,54,NORTE SANTANDER,368
2727,18/12/2020 0:00:00,63,QUINDIO,224
2728,18/12/2020 0:00:00,66,RISARALDA,340
2729,18/12/2020 0:00:00,68,SANTANDER,617
2730,18/12/2020 0:00:00,70,SUCRE,49
2731,18/12/2020 0:00:00,73,TOLIMA,691
2732,18/12/2020 0:00:00,76,VALLE,1227
2733,18/12/2020 0:00:00,81,ARAUCA,16
2734,18/12/2020 0:00:00,85,CASANARE,78
2735,18/12/2020 0:00:00,86,PUTUMAYO,26
2736,18/12/2020 0:00:00,88,SAN ANDRES,6
2737,18/12/2020 0:00:00,91,AMAZONAS,7
2738,18/12/2020 0:00:00,95,GUAVIARE,6
2739,18/12/2020 0:00:00,99,VICHADA,2
2740,18/3/2020 0:00:00,5,ANTIOQUIA,7
2741,18/3/2020 0:00:00,8,ATLANTICO,2
2742,18/3/2020 0:00:00,11,BOGOTA,15
2743,18/3/2020 0:00:00,13,BOLIVAR,4
2744,18/3/2020 0:00:00,17,CALDAS,1
2745,18/3/2020 0:00:00,25,CUNDINAMARCA,4
2746,18/3/2020 0:00:00,41,HUILA,1
2747,18/3/2020 0:00:00,47,MAGDALENA,1
2748,18/3/2020 0:00:00,54,NORTE SANTANDER,3
2749,18/3/2020 0:00:00,63,QUINDIO,1
2750,18/3/2020 0:00:00,66,RISARALDA,1
2751,18/3/2020 0:00:00,76,VALLE,4
2752,18/4/2020 0:00:00,5,ANTIOQUIA,7
2753,18/4/2020 0:00:00,8,ATLANTICO,7
2754,18/4/2020 0:00:00,11,BOGOTA,83
2755,18/4/2020 0:00:00,13,BOLIVAR,10
2756,18/4/2020 0:00:00,19,CAUCA,1
2757,18/4/2020 0:00:00,20,CESAR,4
2758,18/4/2020 0:00:00,23,CORDOBA,1
2759,18/4/2020 0:00:00,25,CUNDINAMARCA,4
2760,18/4/2020 0:00:00,27,CHOCO,7
2761,18/4/2020 0:00:00,41,HUILA,1
2762,18/4/2020 0:00:00,47,MAGDALENA,8
2763,18/4/2020 0:00:00,50,META,20
2764,18/4/2020 0:00:00,52,NARIÑO,3
2765,18/4/2020 0:00:00,66,RISARALDA,13
2766,18/4/2020 0:00:00,73,TOLIMA,4
2767,18/4/2020 0:00:00,76,VALLE,29
2768,18/4/2020 0:00:00,91,AMAZONAS,3
2769,18/5/2020 0:00:00,5,ANTIOQUIA,16
2770,18/5/2020 0:00:00,8,ATLANTICO,212
2771,18/5/2020 0:00:00,11,BOGOTA,384
2772,18/5/2020 0:00:00,13,BOLIVAR,212
2773,18/5/2020 0:00:00,15,BOYACA,9
2774,18/5/2020 0:00:00,19,CAUCA,2
2775,18/5/2020 0:00:00,23,CORDOBA,7
2776,18/5/2020 0:00:00,25,CUNDINAMARCA,64
2777,18/5/2020 0:00:00,27,CHOCO,24
2778,18/5/2020 0:00:00,41,HUILA,6
2779,18/5/2020 0:00:00,44,GUAJIRA,2
2780,18/5/2020 0:00:00,47,MAGDALENA,16
2781,18/5/2020 0:00:00,52,NARIÑO,60
2782,18/5/2020 0:00:00,54,NORTE SANTANDER,1
2783,18/5/2020 0:00:00,63,QUINDIO,3
2784,18/5/2020 0:00:00,66,RISARALDA,1
2785,18/5/2020 0:00:00,68,SANTANDER,2
2786,18/5/2020 0:00:00,73,TOLIMA,12
2787,18/5/2020 0:00:00,76,VALLE,128
2788,18/5/2020 0:00:00,85,CASANARE,1
2789,18/5/2020 0:00:00,86,PUTUMAYO,1
2790,18/5/2020 0:00:00,91,AMAZONAS,37
2791,18/6/2020 0:00:00,5,ANTIOQUIA,175
2792,18/6/2020 0:00:00,8,ATLANTICO,1151
2793,18/6/2020 0:00:00,11,BOGOTA,1229
2794,18/6/2020 0:00:00,13,BOLIVAR,327
2795,18/6/2020 0:00:00,15,BOYACA,9
2796,18/6/2020 0:00:00,17,CALDAS,1
2797,18/6/2020 0:00:00,18,CAQUETA,1
2798,18/6/2020 0:00:00,19,CAUCA,10
2799,18/6/2020 0:00:00,20,CESAR,20
2800,18/6/2020 0:00:00,23,CORDOBA,27
2801,18/6/2020 0:00:00,25,CUNDINAMARCA,80
2802,18/6/2020 0:00:00,27,CHOCO,61
2803,18/6/2020 0:00:00,41,HUILA,3
2804,18/6/2020 0:00:00,44,GUAJIRA,30
2805,18/6/2020 0:00:00,47,MAGDALENA,82
2806,18/6/2020 0:00:00,50,META,23
2807,18/6/2020 0:00:00,52,NARIÑO,39
2808,18/6/2020 0:00:00,54,NORTE SANTANDER,20
2809,18/6/2020 0:00:00,63,QUINDIO,5
2810,18/6/2020 0:00:00,66,RISARALDA,21
2811,18/6/2020 0:00:00,68,SANTANDER,101
2812,18/6/2020 0:00:00,70,SUCRE,85
2813,18/6/2020 0:00:00,73,TOLIMA,98
2814,18/6/2020 0:00:00,76,VALLE,281
2815,18/6/2020 0:00:00,85,CASANARE,2
2816,18/6/2020 0:00:00,86,PUTUMAYO,1
2817,18/6/2020 0:00:00,91,AMAZONAS,14
2818,18/7/2020 0:00:00,5,ANTIOQUIA,1780
2819,18/7/2020 0:00:00,8,ATLANTICO,882
2820,18/7/2020 0:00:00,11,BOGOTA,3509
2821,18/7/2020 0:00:00,13,BOLIVAR,465
2822,18/7/2020 0:00:00,15,BOYACA,41
2823,18/7/2020 0:00:00,17,CALDAS,26
2824,18/7/2020 0:00:00,18,CAQUETA,84
2825,18/7/2020 0:00:00,19,CAUCA,63
2826,18/7/2020 0:00:00,20,CESAR,80
2827,18/7/2020 0:00:00,23,CORDOBA,353
2828,18/7/2020 0:00:00,25,CUNDINAMARCA,254
2829,18/7/2020 0:00:00,27,CHOCO,20
2830,18/7/2020 0:00:00,41,HUILA,42
2831,18/7/2020 0:00:00,44,GUAJIRA,42
2832,18/7/2020 0:00:00,47,MAGDALENA,215
2833,18/7/2020 0:00:00,50,META,74
2834,18/7/2020 0:00:00,52,NARIÑO,143
2835,18/7/2020 0:00:00,54,NORTE SANTANDER,200
2836,18/7/2020 0:00:00,63,QUINDIO,9
2837,18/7/2020 0:00:00,66,RISARALDA,78
2838,18/7/2020 0:00:00,68,SANTANDER,181
2839,18/7/2020 0:00:00,70,SUCRE,167
2840,18/7/2020 0:00:00,73,TOLIMA,50
2841,18/7/2020 0:00:00,76,VALLE,717
2842,18/7/2020 0:00:00,81,ARAUCA,11
2843,18/7/2020 0:00:00,85,CASANARE,15
2844,18/7/2020 0:00:00,86,PUTUMAYO,24
2845,18/7/2020 0:00:00,91,AMAZONAS,5
2846,18/7/2020 0:00:00,95,GUAVIARE,4
2847,18/8/2020 0:00:00,5,ANTIOQUIA,1635
2848,18/8/2020 0:00:00,8,ATLANTICO,205
2849,18/8/2020 0:00:00,11,BOGOTA,3114
2850,18/8/2020 0:00:00,13,BOLIVAR,216
2851,18/8/2020 0:00:00,15,BOYACA,141
2852,18/8/2020 0:00:00,17,CALDAS,93
2853,18/8/2020 0:00:00,18,CAQUETA,148
2854,18/8/2020 0:00:00,19,CAUCA,139
2855,18/8/2020 0:00:00,20,CESAR,471
2856,18/8/2020 0:00:00,23,CORDOBA,298
2857,18/8/2020 0:00:00,25,CUNDINAMARCA,464
2858,18/8/2020 0:00:00,27,CHOCO,9
2859,18/8/2020 0:00:00,41,HUILA,193
2860,18/8/2020 0:00:00,44,GUAJIRA,110
2861,18/8/2020 0:00:00,47,MAGDALENA,112
2862,18/8/2020 0:00:00,50,META,272
2863,18/8/2020 0:00:00,52,NARIÑO,228
2864,18/8/2020 0:00:00,54,NORTE SANTANDER,348
2865,18/8/2020 0:00:00,63,QUINDIO,69
2866,18/8/2020 0:00:00,66,RISARALDA,178
2867,18/8/2020 0:00:00,68,SANTANDER,577
2868,18/8/2020 0:00:00,70,SUCRE,91
2869,18/8/2020 0:00:00,73,TOLIMA,193
2870,18/8/2020 0:00:00,76,VALLE,673
2871,18/8/2020 0:00:00,81,ARAUCA,35
2872,18/8/2020 0:00:00,85,CASANARE,26
2873,18/8/2020 0:00:00,86,PUTUMAYO,42
2874,18/8/2020 0:00:00,88,SAN ANDRES,13
2875,18/8/2020 0:00:00,91,AMAZONAS,3
2876,18/8/2020 0:00:00,94,GUAINIA,24
2877,18/8/2020 0:00:00,95,GUAVIARE,17
2878,18/8/2020 0:00:00,97,VAUPES,3
2879,18/8/2020 0:00:00,99,VICHADA,45
2880,18/9/2020 0:00:00,5,ANTIOQUIA,1060
2881,18/9/2020 0:00:00,8,ATLANTICO,83
2882,18/9/2020 0:00:00,11,BOGOTA,2047
2883,18/9/2020 0:00:00,13,BOLIVAR,106
2884,18/9/2020 0:00:00,15,BOYACA,176
2885,18/9/2020 0:00:00,17,CALDAS,140
2886,18/9/2020 0:00:00,18,CAQUETA,132
2887,18/9/2020 0:00:00,19,CAUCA,97
2888,18/9/2020 0:00:00,20,CESAR,241
